id,line_idx,lat,lng,green,score,reason
C001314,4894,33.119099,-106.041729,0.008,0,desert cull (greenness below threshold)
C001315,4898,33.114733,-106.041054,0.008,0,desert cull (greenness below threshold)
C001316,4904,33.120272,-106.036544,0.011,0,desert cull (greenness below threshold)
C001317,4906,33.120335,-106.033083,0.009,0,desert cull (greenness below threshold)
C001318,4913,33.101226,-106.027864,0.009,0,desert cull (greenness below threshold)
C001319,4931,33.006064,-106.014946,0.007,0,desert cull (greenness below threshold)
C001320,4940,33.006117,-106.010601,0.008,0,desert cull (greenness below threshold)
C001321,4942,33.008252,-106.010584,0.007,0,desert cull (greenness below threshold)
C001322,4960,32.967556,-105.998626,0.007,0,desert cull (greenness below threshold)
C001323,4968,32.972096,-105.999159,0.010,0,desert cull (greenness below threshold)
C001324,4985,32.963539,-105.998081,0.007,0,desert cull (greenness below threshold)
C001325,4994,32.963692,-105.988190,0.007,0,desert cull (greenness below threshold)
C001326,5001,32.953982,-106.006661,0.010,0,desert cull (greenness below threshold)
C001327,5006,32.956706,-106.006687,0.007,0,desert cull (greenness below threshold)
C001328,5007,32.957405,-106.006677,0.011,0,desert cull (greenness below threshold)
C001329,5010,32.960600,-106.006677,0.008,0,desert cull (greenness below threshold)
C001330,5018,32.961194,-106.009370,0.007,0,desert cull (greenness below threshold)
C001331,5023,32.959901,-106.013013,0.008,0,desert cull (greenness below threshold)
C001332,5025,32.961027,-106.014484,0.007,0,desert cull (greenness below threshold)
C001333,5032,32.965327,-106.014451,0.006,0,desert cull (greenness below threshold)
C001334,5038,32.966307,-106.014460,0.007,0,desert cull (greenness below threshold)
C001335,5044,32.968366,-106.014458,0.006,0,desert cull (greenness below threshold)
C001336,5046,32.970229,-106.014476,0.006,0,desert cull (greenness below threshold)
C001337,5061,32.973655,-106.014494,0.007,0,desert cull (greenness below threshold)
C001338,5068,32.976291,-106.014363,0.007,0,desert cull (greenness below threshold)
C001339,5072,32.976253,-106.017936,0.009,0,desert cull (greenness below threshold)
C001340,5080,32.978182,-106.015425,0.007,0,desert cull (greenness below threshold)
C001341,5098,32.968244,-106.017203,0.007,0,desert cull (greenness below threshold)
C001342,5111,32.964143,-106.006824,0.007,0,desert cull (greenness below threshold)
C001343,5117,32.964375,-106.004245,0.008,0,desert cull (greenness below threshold)
C001344,5118,32.965302,-106.004227,0.009,0,desert cull (greenness below threshold)
C001345,5142,32.955602,-106.023195,0.010,0,desert cull (greenness below threshold)
C001346,5239,32.987064,-105.893628,0.006,0,desert cull (greenness below threshold)
C001347,5255,32.989531,-105.899351,0.009,0,desert cull (greenness below threshold)
C001348,5258,32.991669,-105.901483,0.009,0,desert cull (greenness below threshold)
C001349,5261,32.994078,-105.902457,0.008,0,desert cull (greenness below threshold)
C001350,5262,32.994717,-105.902086,0.008,0,desert cull (greenness below threshold)
C001351,5264,32.996405,-105.901028,0.008,0,desert cull (greenness below threshold)
C001352,5267,32.996478,-105.896609,0.008,0,desert cull (greenness below threshold)
C001353,5282,32.991071,-105.885213,0.014,0,desert cull (greenness below threshold)
C001354,5291,32.991477,-105.887952,0.008,0,desert cull (greenness below threshold)
C001355,5296,32.991047,-105.862763,0.010,0,desert cull (greenness below threshold)
C001356,5299,32.992709,-105.860686,0.008,0,desert cull (greenness below threshold)
C001357,5304,32.994923,-105.858106,0.008,0,desert cull (greenness below threshold)
C001358,5309,32.997522,-105.857115,0.008,0,desert cull (greenness below threshold)
C001359,5320,32.994564,-105.851700,0.008,0,desert cull (greenness below threshold)
C001360,5323,32.993430,-105.853713,0.007,0,desert cull (greenness below threshold)
C001361,5341,32.988320,-105.842798,0.041,3,"The cyan electric line is clearly visible running vertically and with a horizontal eastern section. The route passes through an area with scattered tree/shrub cover throughout the landscape. There are patches of darker vegetation (likely pinyon-juniper woodland typical of southern New Mexico) distributed across the terrain, with several clusters visible near and along the line's path. However, the tree cover is not dense or continuous — it appears as scattered patches interspersed with lighter open ground. This fits a score of 3: scattered trees/woodland patches close to the line."
C001362,5342,32.989242,-105.842744,0.052,4,"The cyan line is clearly visible and passes through or directly beside substantial tree cover in multiple locations. The northern and eastern portions of the line run through areas with scattered to moderate woodland patches (darker green vegetation), and the line passes near riparian or clustered tree areas. While not dense forest throughout, the line clearly intersects with significant tree cover in places, warranting a score of 4."
C001363,5348,32.991795,-105.842837,0.048,3,"The cyan line is clearly visible running north-south and east-west through the image. The terrain shows scattered tree cover (darker green patches) distributed throughout, with what appears to be piñon-juniper woodland typical of southern New Mexico. The line passes through areas with noticeable tree clusters and scattered woodland patches, particularly visible in the upper portion and to the right of the line. While not dense forest, there are sufficient scattered trees and woodland patches close enough to the route to warrant a score of 3 rather than lower."
C001364,5349,32.992693,-105.842824,0.057,4,"The cyan line is clearly visible and runs through areas with substantial tree cover scattered throughout the landscape. The terrain shows scattered pinyon-juniper woodland patches (darker green clusters) distributed across the tile. The line passes through or very close to multiple areas of tree cover, particularly visible along its vertical extent through the central portion where darker woodland patches are evident near and adjacent to the route. While not dense continuous forest, there is clearly significant tree/woodland presence along substantial portions of the line's path."
C001365,5352,32.994951,-105.842971,0.058,3,"The cyan line is clearly visible and runs through terrain with scattered tree cover throughout the image. The vegetation appears to be sparse to moderate woodland/scrub with isolated clusters of darker green trees (likely juniper or piñon pine typical of southern New Mexico high desert). The line passes near and through several areas where tree patches are present, though the coverage is not dense. This represents scattered trees and woodland patches close to the line, consistent with a score of 3."
C001366,5378,33.034121,-105.834125,0.042,4,"The cyan line representing the electric transmission route passes through and directly beside substantial woodland/forest cover throughout most of its visible path. The terrain shows dense scattered woodland (piñon-juniper type vegetation typical of southern New Mexico) with the line running directly through tree patches and cleared areas that indicate an existing or planned corridor. While not continuous dense forest, the line consistently passes through or immediately adjacent to significant tree cover rather than open desert, warranting a score of 4."
C001367,5391,33.001021,-105.840299,0.028,0,desert cull (greenness below threshold)
C001368,5397,32.944957,-105.835905,0.109,4,"The bright cyan line is clearly visible and passes through or directly beside substantial tree cover (darker green forested areas) throughout much of its path across this tile. The line weaves through woodland and tree patches, with considerable forest cover visible adjacent to the route. While not running through the densest continuous forest, the line consistently passes near or through significant tree cover areas rather than open desert."
C001369,5408,32.943043,-105.833371,0.106,4,"The bright cyan line representing the overhead electric route is clearly visible and passes through substantial tree cover throughout most of its path in this tile. The entire region shows dense woodland with coniferous trees (likely piñon-juniper woodland typical of southern New Mexico), and the line runs directly through this forested terrain with no significant gaps of open desert along its route. This meets the criteria for score 4: the line passes through or directly beside substantial tree cover in places."
C001370,5430,32.946170,-105.842800,0.084,4,"The cyan line is clearly visible and passes through substantial tree cover throughout much of its path. The terrain shows dense woodland/forest coverage (darker green patches indicating trees) across the landscape, and the line runs directly through these wooded areas rather than avoiding them. While not uniformly dense forest along the entire route, the line consistently passes through or directly beside significant tree cover, meriting a score of 4."
C001371,5434,32.945326,-105.842015,0.080,4,"The cyan line is clearly visible and runs through substantial tree cover for much of its path. The surrounding terrain shows dense woodland/forest patches throughout the tile, with the line passing directly through or alongside significant tree coverage in multiple sections. While not uniformly dense forest along the entire route, there are clear instances of the line traversing through substantial wooded areas, warranting a score of 4."
C001372,5446,32.945913,-105.846425,0.072,4,"The cyan line is clearly visible and runs through substantial tree cover throughout most of its path in this tile. The landscape shows dense woodland/forest vegetation (appearing as dark gray-green patches) that the line traverses directly. While there are some scattered clearings and lighter areas, the predominant character of the route is passage through or immediately adjacent to significant tree cover, warranting a score of 4."
C001373,5468,32.953975,-105.838571,0.045,4,"The cyan line representing the overhead electric route passes through substantial tree cover throughout most of its path in this tile. The vegetation appears to be woodland/forest with consistent tree coverage (darker green coloration) across the terrain. The line runs directly through this wooded area rather than around it, with trees visible along multiple segments of the route. This represents clear passage through significant tree cover rather than just scattered trees or sparse vegetation."
C001374,5470,32.955539,-105.839033,0.048,4,"The cyan line is clearly visible and passes through substantial tree/woodland cover throughout most of its path across the tile. The background shows dense, consistent dark green vegetation (piñon-juniper woodland typical of southern New Mexico) that the line traverses. While not a continuous dense forest, the line clearly runs through or directly beside significant tree cover in multiple places along its entire routed path."
C001375,5475,32.954377,-105.842952,0.045,4,"The cyan line passes through and directly beside substantial tree cover throughout most of its path in this tile. The vegetation appears to be mixed woodland/forest typical of southern New Mexico piñon-juniper woodland. While not dense forest, the line clearly runs through areas with significant tree coverage rather than open desert or grassland. The tree density and proximity to the drawn route warrant a score of 4."
C001376,5491,32.957384,-105.837724,0.011,0,desert cull (greenness below threshold)
C001377,5494,32.958369,-105.838303,0.006,0,desert cull (greenness below threshold)
C001378,5521,32.951699,-105.848596,0.078,4,"The cyan line is clearly visible running through the image. The line passes through substantial tree/woodland cover throughout most of its path, with darker green forested areas visible along both the diagonal northwestern segment and the eastern horizontal segment. There are scattered clearings and lighter areas, but the predominant vegetation along the route is clearly tree cover rather than open desert or low scrub. This qualifies as passing through or directly beside substantial tree cover in multiple places."
C001379,5524,32.954362,-105.850570,0.015,0,desert cull (greenness below threshold)
C001380,5526,32.957735,-105.851780,0.013,0,desert cull (greenness below threshold)
C001381,5527,32.959075,-105.852249,0.014,0,desert cull (greenness below threshold)
C001382,5530,32.961768,-105.853396,0.015,0,desert cull (greenness below threshold)
C001383,5535,32.962279,-105.857905,0.012,0,desert cull (greenness below threshold)
C001384,5537,32.961049,-105.861193,0.010,0,desert cull (greenness below threshold)
C001385,5538,32.960149,-105.863760,0.010,0,desert cull (greenness below threshold)
C001386,5540,32.958722,-105.867586,0.010,0,desert cull (greenness below threshold)
C001387,5542,32.956639,-105.871954,0.011,0,desert cull (greenness below threshold)
C001388,5543,32.955805,-105.873598,0.010,0,desert cull (greenness below threshold)
C001389,5545,32.954533,-105.876115,0.010,0,desert cull (greenness below threshold)
C001390,5552,32.957003,-105.881114,0.008,0,desert cull (greenness below threshold)
C001391,5560,32.958858,-105.847585,0.028,0,desert cull (greenness below threshold)
C001392,5577,32.961278,-105.848578,0.015,0,desert cull (greenness below threshold)
C001393,5599,32.956353,-105.776949,0.288,5,"The cyan-colored overhead electric line is clearly visible and runs through dense forest/woodland throughout its entire path in this tile. The line passes through continuous tree cover (dark green forest) with only scattered open patches of lighter terrain visible between the trees. The vegetation is predominantly substantial tree cover, not sparse shrubs or low vegetation, making this a clear score of 5."
C001394,5623,32.956695,-105.781513,0.242,4,"The cyan line is clearly visible and passes through substantial tree cover throughout most of its route. The surrounding terrain shows dense woodland/forest (dark green patches) with the line running directly through or very adjacent to these forested areas. While there are some clearings visible, the overall path of the line is predominantly through or beside significant tree cover, not through open desert or grassland."
C001395,5625,32.956131,-105.781806,0.264,5,"The cyan line is clearly visible and runs through dense forest/woodland throughout most of its path in this tile. The surrounding terrain is heavily forested with dark green tree cover (appears to be coniferous woodland typical of southern New Mexico mountains), and the line traverses directly through this substantial tree cover across its entire visible route."
C001396,5650,32.952866,-105.779498,0.346,5,"The cyan line is clearly visible and runs through dense forest/woodland throughout its entire path in this tile. The terrain is heavily forested with dark green tree cover, with only scattered clearings and bare patches (tan/beige areas). The drawn line passes directly through the densest portions of the woodland, making this a score of 5 as the line runs through dense forest for much of its path."
C001397,5683,32.941221,-105.813733,0.169,4,"The cyan line is clearly visible as a multi-segment route crossing through and adjacent to substantial tree cover. The line passes through dense woodland/forest patches, particularly visible in the upper-left and central portions of the route where dark green tree clusters are prominent. The terrain shows mixed forest and more open areas, and the line's path consistently runs through or directly beside significant tree cover rather than purely open desert or grassland. This warrants a score of 4 for passing through or directly beside substantial tree cover in multiple places along its route."
C001398,5696,32.937341,-105.813011,0.148,4,"The cyan line is clearly visible and passes through or directly beside substantial tree cover (dark green forest patches) in multiple sections, particularly along the right and upper portions of the route. The line traverses mixed terrain with significant woodland areas adjacent to and crossing through the corridor. While some sections pass through more open areas with scattered trees, the overall route shows considerable interaction with forest/woodland patches that would constitute substantial tree cover."
C001399,5697,32.936405,-105.813000,0.163,4,"The cyan line is clearly visible and passes through substantial tree cover throughout most of its path in this tile. The landscape shows significant conifer forest (dark green areas) with the line running through or directly adjacent to wooded patches. While there are some open areas and clearings visible, the predominant environment along the line's route is forested terrain with dense to moderate tree coverage."
C001400,5756,32.995374,-105.874151,0.009,0,desert cull (greenness below threshold)
C001401,5767,33.002764,-105.866298,0.008,0,desert cull (greenness below threshold)
C001402,5770,33.006878,-105.868094,0.010,0,desert cull (greenness below threshold)
C001403,5773,33.009142,-105.867048,0.010,0,desert cull (greenness below threshold)
C001404,5775,33.010168,-105.864441,0.008,0,desert cull (greenness below threshold)
C001405,5776,33.010605,-105.863307,0.008,0,desert cull (greenness below threshold)
C001406,5780,33.012160,-105.861913,0.008,0,desert cull (greenness below threshold)
C001407,5782,33.013584,-105.862019,0.008,0,desert cull (greenness below threshold)
C001408,5784,33.013634,-105.864747,0.009,0,desert cull (greenness below threshold)
C001409,5795,33.016613,-105.863074,0.006,0,desert cull (greenness below threshold)
C001410,5805,33.012854,-105.858356,0.010,0,desert cull (greenness below threshold)
C001411,5808,33.013482,-105.854681,0.007,0,desert cull (greenness below threshold)
C001412,5888,32.803371,-105.982856,0.006,0,desert cull (greenness below threshold)
C001413,5905,32.801509,-105.986622,0.005,0,desert cull (greenness below threshold)
C001414,5911,32.799351,-105.987047,0.005,0,desert cull (greenness below threshold)
C001415,5921,32.797587,-105.987035,0.006,0,desert cull (greenness below threshold)
C001416,5927,32.800378,-105.992611,0.009,0,desert cull (greenness below threshold)
C001417,5931,32.800370,-105.997082,0.008,0,desert cull (greenness below threshold)
C001418,5934,32.802210,-105.997067,0.008,0,desert cull (greenness below threshold)
C001419,5939,32.797526,-105.994833,0.007,0,desert cull (greenness below threshold)
C001420,5966,32.788903,-105.987476,0.011,0,desert cull (greenness below threshold)
C001421,5969,32.788129,-105.992201,0.007,0,desert cull (greenness below threshold)
C001422,5975,32.746222,-105.991415,0.008,0,desert cull (greenness below threshold)
C001423,5993,32.696772,-105.999789,0.011,0,desert cull (greenness below threshold)
C001424,6015,32.756333,-105.975454,0.011,0,desert cull (greenness below threshold)
C001425,6030,32.740113,-105.984247,0.009,0,desert cull (greenness below threshold)
C001426,6037,32.736320,-105.984140,0.008,0,desert cull (greenness below threshold)
C001427,6039,32.736472,-105.982973,0.009,0,desert cull (greenness below threshold)
C001428,6063,32.797798,-105.962956,0.010,0,desert cull (greenness below threshold)
C001429,6076,32.773248,-105.952204,0.013,0,desert cull (greenness below threshold)
C001430,6079,32.773039,-105.955443,0.012,0,desert cull (greenness below threshold)
C001431,6088,32.770359,-105.954079,0.013,0,desert cull (greenness below threshold)
C001432,6090,32.767639,-105.954076,0.012,0,desert cull (greenness below threshold)
C001433,6091,32.766270,-105.954066,0.010,0,desert cull (greenness below threshold)
C001434,6093,32.766276,-105.951388,0.010,0,desert cull (greenness below threshold)
C001435,6100,32.766265,-105.956928,0.012,0,desert cull (greenness below threshold)
C001436,6103,32.766252,-105.960504,0.009,0,desert cull (greenness below threshold)
C001437,6115,32.759276,-105.962565,0.009,0,desert cull (greenness below threshold)
C001438,6125,32.757130,-105.958348,0.008,0,desert cull (greenness below threshold)
C001439,6135,32.763591,-105.961511,0.008,0,desert cull (greenness below threshold)
C001440,6150,32.784501,-105.951375,0.009,0,desert cull (greenness below threshold)
C001441,6158,32.782117,-105.956975,0.010,0,desert cull (greenness below threshold)
C001442,6167,32.784491,-105.956312,0.010,0,desert cull (greenness below threshold)
C001443,6170,32.791919,-105.942637,0.010,0,desert cull (greenness below threshold)
C001444,6193,33.022029,-106.019328,0.009,0,desert cull (greenness below threshold)
C001445,6196,33.020970,-106.019329,0.009,0,desert cull (greenness below threshold)
C001446,6198,33.047539,-106.026106,0.011,0,desert cull (greenness below threshold)
C001447,6201,33.047541,-106.062955,0.007,0,desert cull (greenness below threshold)
C001448,6202,33.047741,-106.063219,0.006,0,desert cull (greenness below threshold)
C001449,6203,33.048632,-106.063198,0.006,0,desert cull (greenness below threshold)
C001450,6225,33.042230,-106.050923,0.005,0,desert cull (greenness below threshold)
C001451,6287,33.015977,-106.029346,0.005,0,desert cull (greenness below threshold)
C001452,6292,33.017504,-106.031315,0.007,0,desert cull (greenness below threshold)
C001453,6304,33.013696,-106.031920,0.006,0,desert cull (greenness below threshold)
C001454,6324,33.011012,-106.032492,0.009,0,desert cull (greenness below threshold)
C001455,6328,33.010997,-106.037988,0.010,0,desert cull (greenness below threshold)
C001456,6336,33.014718,-106.040983,0.010,0,desert cull (greenness below threshold)
C001457,6340,33.008710,-106.036541,0.008,0,desert cull (greenness below threshold)
C001458,6342,33.006564,-106.036539,0.009,0,desert cull (greenness below threshold)
C001459,6351,33.078298,-106.086830,0.007,0,desert cull (greenness below threshold)
C001460,6353,33.079206,-106.086940,0.009,0,desert cull (greenness below threshold)
C001461,6379,33.086317,-106.054109,0.008,0,desert cull (greenness below threshold)
C001462,6380,33.086354,-106.055569,0.008,0,desert cull (greenness below threshold)
C001463,6396,33.131869,-106.047705,0.009,0,desert cull (greenness below threshold)
C001464,6405,33.143876,-106.052926,0.010,0,desert cull (greenness below threshold)
C001465,6407,33.210474,-106.037214,0.009,0,desert cull (greenness below threshold)
C001466,6410,33.210225,-106.032122,0.009,0,desert cull (greenness below threshold)
C001467,6413,33.209991,-106.027274,0.006,0,desert cull (greenness below threshold)
C001468,6420,33.314078,-106.079579,0.010,0,desert cull (greenness below threshold)
C001469,6437,33.093332,-106.032217,0.011,0,desert cull (greenness below threshold)
C001470,6442,33.081584,-106.066831,0.009,0,desert cull (greenness below threshold)
C001471,6443,33.082728,-106.066832,0.008,0,desert cull (greenness below threshold)
C001472,6450,33.001606,-106.012584,0.006,0,desert cull (greenness below threshold)
C001473,6465,32.959879,-106.030610,0.013,0,desert cull (greenness below threshold)
C001474,6468,32.959858,-106.035349,0.012,0,desert cull (greenness below threshold)
C001475,6471,32.959855,-106.040089,0.012,0,desert cull (greenness below threshold)
C001476,6474,32.957113,-106.040156,0.010,0,desert cull (greenness below threshold)
C001477,6482,32.959859,-106.048010,0.009,0,desert cull (greenness below threshold)
C001478,6486,32.959885,-106.052301,0.009,0,desert cull (greenness below threshold)
C001479,6499,32.983633,-106.016692,0.006,0,desert cull (greenness below threshold)
C001480,6508,32.944751,-106.015268,0.011,0,desert cull (greenness below threshold)
C001481,6509,32.943301,-106.015253,0.009,0,desert cull (greenness below threshold)
C001482,6511,32.940478,-106.015230,0.008,0,desert cull (greenness below threshold)
C001483,6512,32.939097,-106.015214,0.008,0,desert cull (greenness below threshold)
C001484,6514,32.937643,-106.015197,0.008,0,desert cull (greenness below threshold)
C001485,6516,32.936265,-106.015180,0.009,0,desert cull (greenness below threshold)
C001486,6519,32.933874,-106.015158,0.009,0,desert cull (greenness below threshold)
C001487,6521,32.932700,-106.015142,0.009,0,desert cull (greenness below threshold)
C001488,6524,32.929950,-106.017757,0.012,0,desert cull (greenness below threshold)
C001489,6526,32.928358,-106.020398,0.012,0,desert cull (greenness below threshold)
C001490,6528,32.926757,-106.023052,0.010,0,desert cull (greenness below threshold)
C001491,6529,32.925955,-106.024381,0.010,0,desert cull (greenness below threshold)
C001492,6530,32.925160,-106.025703,0.010,0,desert cull (greenness below threshold)
C001493,6532,32.923563,-106.028353,0.010,0,desert cull (greenness below threshold)
C001494,6534,32.921972,-106.031000,0.011,0,desert cull (greenness below threshold)
C001495,6536,32.920377,-106.033646,0.008,0,desert cull (greenness below threshold)
C001496,6538,32.919097,-106.035755,0.006,0,desert cull (greenness below threshold)
C001497,6569,32.789157,-106.143244,0.012,0,desert cull (greenness below threshold)
C001498,6572,32.785154,-106.143203,0.009,0,desert cull (greenness below threshold)
C001499,6574,32.782496,-106.143171,0.010,0,desert cull (greenness below threshold)
C001500,6576,32.779848,-106.143145,0.009,0,desert cull (greenness below threshold)
C001501,6577,32.778491,-106.143134,0.010,0,desert cull (greenness below threshold)
C001502,6579,32.775834,-106.143111,0.009,0,desert cull (greenness below threshold)
C001503,6580,32.774498,-106.143095,0.010,0,desert cull (greenness below threshold)
C001504,6582,32.771828,-106.143071,0.010,0,desert cull (greenness below threshold)
C001505,6583,32.770485,-106.143060,0.010,0,desert cull (greenness below threshold)
C001506,6585,32.767821,-106.143036,0.010,0,desert cull (greenness below threshold)
C001507,6586,32.766494,-106.143022,0.010,0,desert cull (greenness below threshold)
C001508,6588,32.763837,-106.142996,0.010,0,desert cull (greenness below threshold)
C001509,6589,32.762476,-106.142981,0.010,0,desert cull (greenness below threshold)
C001510,6591,32.759826,-106.142953,0.009,0,desert cull (greenness below threshold)
C001511,6595,32.756191,-106.142908,0.010,0,desert cull (greenness below threshold)
C001512,6598,32.752160,-106.142886,0.010,0,desert cull (greenness below threshold)
C001513,6601,32.748518,-106.142851,0.009,0,desert cull (greenness below threshold)
C001514,6604,32.745658,-106.142838,0.009,0,desert cull (greenness below threshold)
C001515,6605,32.744367,-106.142443,0.009,0,desert cull (greenness below threshold)
C001516,6608,32.740730,-106.141337,0.009,0,desert cull (greenness below threshold)
C001517,6609,32.739808,-106.141060,0.009,0,desert cull (greenness below threshold)
C001518,6611,32.737294,-106.140294,0.009,0,desert cull (greenness below threshold)
C001519,6613,32.734941,-106.139582,0.009,0,desert cull (greenness below threshold)
C001520,6615,32.732311,-106.138781,0.009,0,desert cull (greenness below threshold)
C001521,6617,32.729669,-106.137975,0.009,0,desert cull (greenness below threshold)
C001522,6620,32.725861,-106.136831,0.009,0,desert cull (greenness below threshold)
C001523,6621,32.725173,-106.136617,0.008,0,desert cull (greenness below threshold)
C001524,6624,32.721312,-106.135441,0.009,0,desert cull (greenness below threshold)
C001525,6625,32.720017,-106.135056,0.009,0,desert cull (greenness below threshold)
C001526,6627,32.717437,-106.134275,0.009,0,desert cull (greenness below threshold)
C001527,6629,32.714846,-106.133489,0.009,0,desert cull (greenness below threshold)
C001528,6630,32.713561,-106.133103,0.009,0,desert cull (greenness below threshold)
C001529,6633,32.709691,-106.131915,0.009,0,desert cull (greenness below threshold)
C001530,6636,32.706270,-106.130867,0.010,0,desert cull (greenness below threshold)
C001531,6637,32.704953,-106.130462,0.010,0,desert cull (greenness below threshold)
C001532,6639,32.702977,-106.129347,0.010,0,desert cull (greenness below threshold)
C001533,6644,32.700324,-106.124226,0.010,0,desert cull (greenness below threshold)
C001534,6646,32.700961,-106.121019,0.010,0,desert cull (greenness below threshold)
C001535,6649,32.701983,-106.116243,0.009,0,desert cull (greenness below threshold)
C001536,6651,32.702628,-106.113074,0.007,0,desert cull (greenness below threshold)
C001537,6653,32.703228,-106.110138,0.006,0,desert cull (greenness below threshold)
C001538,6681,33.020856,-105.854800,0.031,0,desert cull (greenness below threshold)
C001539,6683,33.021110,-105.857139,0.027,0,desert cull (greenness below threshold)
C001540,6686,33.020130,-105.859208,0.010,0,desert cull (greenness below threshold)
C001541,6689,33.019000,-105.862731,0.008,0,desert cull (greenness below threshold)
C001542,6692,33.018957,-105.867912,0.011,0,desert cull (greenness below threshold)
C001543,6694,33.018985,-105.870743,0.011,0,desert cull (greenness below threshold)
C001544,6702,33.015963,-105.871426,0.011,0,desert cull (greenness below threshold)
C001545,6718,33.016044,-105.854455,0.008,0,desert cull (greenness below threshold)
C001546,6729,33.008678,-105.839369,0.025,0,desert cull (greenness below threshold)
C001547,6731,33.009200,-105.836179,0.055,2,"The cyan line is clearly visible running across the image. The terrain is predominantly open desert/scrub with scattered low vegetation throughout. While there are some tree cover patches visible in the area (particularly the darker forested areas on the right and upper portions), the drawn line itself passes primarily through open, sparsely vegetated desert and agricultural areas. There are a few isolated trees or small tree clusters near the line's path, but these are not substantial enough to warrant a higher score. The vegetation along the line's primary route consists mainly of sparse shrubs and low desert scrub."
C001548,6739,33.000365,-105.833760,0.080,3,"The cyan line is clearly visible running through the image in a V-shaped pattern. The terrain shows scattered tree cover (piñon-juniper woodland typical of southern New Mexico) distributed across the landscape. The line passes through areas with moderate tree density in patches, with scattered woodland visible throughout. While not dense forest, there are clearly multiple locations where the line passes near or through scattered tree groupings and woodland patches, making this a score of 3 rather than lower - scattered trees/woodland patches close to the line."
C001549,6741,33.002162,-105.831783,0.089,3,"The cyan line is clearly visible and runs through terrain with scattered tree and shrub cover throughout the region. The landscape shows dispersed woodland patches and scattered vegetation (appearing as darker areas) across much of the tile, with the line passing through or very close to several of these tree clusters, particularly on the right and lower portions of the route. While not dense forest, there are clearly scattered trees and woodland patches in close proximity to the drawn line, consistent with a score of 3."
C001550,6742,33.002634,-105.831266,0.117,3,"The cyan line is clearly visible running through the tile. The route passes through scattered woodland and tree patches, particularly in the lower and right portions of the image where piñon-juniper woodland is evident. The left side of the central cleared area shows more open terrain, but overall the line passes near and through scattered tree cover typical of New Mexico woodland. This represents scattered trees/woodland patches close to the line, fitting score 3."
C001551,6745,33.003853,-105.829755,0.128,3,"The cyan line is clearly visible running through the tile. The line passes through scattered tree cover, particularly in the lower right and right portions of the route where there is visible woodland/forest patches. The upper left section shows more open terrain with sparser vegetation. The overall pattern shows scattered trees and woodland patches in close proximity to the line, with some areas of denser tree cover nearby, but not continuous dense forest along the entire route."
C001552,6771,32.941519,-105.842009,0.062,4,"The cyan electric line is clearly visible and runs through substantial tree cover throughout much of its path across this tile. The surrounding terrain shows dense woodland/forest patches (darker green areas indicating tree canopy) with scattered clearings. The line passes directly through and beside multiple areas of significant tree cover, though not uniformly dense forest across the entire route. This warrants a score of 4 for passing through or directly beside substantial tree cover in multiple places."
C001553,6773,32.941850,-105.842438,0.070,4,"The cyan line is clearly visible and passes through substantial tree cover throughout much of the tile. The surrounding landscape shows dense woodland/forest patches (appearing as darker green areas) interspersed with lighter clearings. The line runs directly through several areas of notable tree cover, though not continuously dense forest across the entire route. This warrants a score of 4 for passing through or beside substantial tree cover in multiple places."
C001554,6781,32.941817,-105.845660,0.033,0,desert cull (greenness below threshold)
C001555,6791,32.938799,-105.842135,0.043,4,"The cyan line representing the overhead electric route passes through and directly beside substantial tree cover throughout much of its path in this tile. The landscape shows dense woodland/forest coverage (darker green vegetation) across most of the image, with the line routing through areas with clear tree presence. While there are some clearings and roads visible, the line predominantly traverses forested terrain with woodland patches, qualifying it as substantial tree cover interaction rather than sparse or isolated trees."
C001556,6796,32.937521,-105.840783,0.047,4,"The cyan line passes through a mixed landscape with substantial tree cover (darker areas) interspersed with cleared/open areas. The line clearly traverses regions with notable woodland/tree patches, particularly visible in the upper portions and along the main route where darker vegetation is present. While not dense forest throughout, the line passes directly beside and through significant tree cover in multiple locations, meeting the criteria for score 4."
C001557,6798,32.936307,-105.838494,0.060,4,"The cyan line is clearly visible and passes through substantial tree cover in multiple locations. The western portion of the route runs through or directly beside dense woodland/forest patches (darker green vegetation visible as clusters throughout the image). The line also traverses areas with scattered to moderate tree coverage. While there are some clearings and more open areas, the overall route demonstrates significant interaction with tree cover, particularly in the forested sections on the right side and patches along the main route corridor."
C001558,6805,32.933975,-105.839966,0.050,4,"The cyan line is clearly visible and passes through substantial tree cover, particularly in the upper portion of the route where it crosses darker forested areas. The line runs through patches of woodland and tree-covered terrain, with scattered vegetation visible along much of its path. While there are some clearings, the route predominantly passes through or directly beside tree cover rather than open desert, warranting a score of 4."
C001559,6814,32.940718,-105.839777,0.067,4,"The cyan electric line is clearly visible running diagonally through the tile. The line passes through and directly beside substantial tree cover throughout much of its path. The surrounding terrain shows dense forest/woodland patches in darker green, with the line routing through areas containing these trees. While not uniformly dense forest the entire length, the line consistently passes adjacent to and through significant tree-covered areas rather than open desert or scrub, warranting a score of 4."
C001560,6841,32.940959,-105.808177,0.096,4,"The cyan line is clearly visible and passes through or directly beside substantial tree cover in multiple places. The lower portion of the line runs adjacent to and through areas with significant dark tree clusters and woodland patches. The upper right section also passes near substantial tree cover. While there are some open areas along portions of the route, the line demonstrably intersects with or runs very close to substantial tree cover in enough locations to warrant a score of 4."
