id,lat,lng,fast,overhead,sv,combined,has_sv,reason
R00456,37.132558,-122.120447,4,-1,4,4,True,"Overhead distribution conductors are visible spanning diagonally across the sky from upper right toward the trees on the right. Tall trees and cypress crowns on both sides of the road reach at or above conductor height directly beside the line, placing vegetation within the recommended clearance envelope with fall-in risk."
R00457,37.132608,-122.106407,3,-1,4,4,True,"Overhead distribution conductors are clearly visible spanning the road with a pole visible mid-image. Tall trees on both sides, particularly the dense conifers on the right, rise well ABOVE conductor height and their crowns are directly beside the line within the recommended clearance envelope, posing fall-in risk."
R00458,37.132641,-122.125746,0,-1,0,0,True,"No overhead distribution lines are visible in this image. The scene shows a residential driveway with tall redwood and conifer trees, a garage structure on the left, and a house with a red metal roof on the right, but no power lines or electrical conductors are apparent."
R00459,37.132641,-122.136801,4,-1,4,4,True,"Overhead conductors are visible crossing the upper portion of the image diagonally. Dense tree crowns and tall trees are at/above conductor height directly beside and beneath the line span, well within the 12 ft envelope with foliage near the wires."
R00460,37.132673,-122.107630,3,-1,4,4,True,"Overhead distribution conductors are visible spanning the road from the pole on the left. Tall redwoods and trees flank the corridor at or above conductor height, with foliage directly beside and near the lines within roughly a few feet to the recommended 12 ft envelope, plus fall-in risk from the tall trees."
R00461,37.132748,-122.103650,3,-1,5,5,True,"Multiple overhead distribution conductors span across the image from upper left to right. On the right side, dense tall trees and vegetation are directly adjacent to and appear to overhang/touch the conductors, with tree crowns AT or ABOVE conductor height within a few feet. This is a violation-level clearance concern."
R00462,37.132758,-122.118984,2,-1,2,2,True,"Overhead distribution lines are visible on a wooden pole in the middle distance. Vegetation (trees and shrubs) is present along both sides of the road corridor, but the nearest trees and foliage are BELOW conductor height and appear to be outside the 12 ft recommended clearance envelope, roughly 15-20+ ft away from the line. No immediate violation-level vegetation contact or critical fall-in hazard is evident from this viewpoint."
R00463,37.132791,-122.138410,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the sky in the upper portion of the image. Tall redwood and conifer trees line both sides of the corridor, with crowns extending well ABOVE conductor height directly adjacent to the line, within falling distance and close to the recommended envelope."
R00464,37.132867,-122.126367,0,-1,0,0,True,"No overhead electric distribution lines are visible in this image. The scene shows a tree-lined rural road with dense vegetation on both sides, but no wooden poles, crossarms, or uninsulated conductors are present."
R00465,37.132903,-122.125323,3,-1,4,4,True,"Multiple overhead distribution conductors span the scene with a pole on the right. Tall redwoods and trees surround the corridor with crowns at or above conductor height directly beside and among the lines; several trees are clearly taller than the lines and within falling distance, and foliage appears within the recommended clearance envelope."
R00466,37.132939,-122.121422,2,-1,2,2,True,"Overhead distribution pole with conductors visible on the right side of the road. Tall conifer trees (appears to be redwoods) are present on both sides of the corridor, with several tree crowns reaching heights that appear to be at or above the conductor level in the mid to far distance. However, the nearest vegetation on the immediate right and left sides is below conductor height and maintains adequate clearance from the line. Trees in the far distance are taller than the line and within potential falling distance, but immediate vegetation around the visible conductors does not encroach into the 4-ft or 12-ft envelope."
R00467,37.132982,-122.120185,1,-1,1,1,True,"Overhead distribution conductors are visible at the top of the image running left to right. The nearest vegetation consists of low ornamental shrubs (arborvitae or similar) in the foreground, well below conductor height and approximately 20-30+ feet away from the line. No trees are overhanging or within the clearance envelope. Vegetation is far from the line and does not pose a clearance violation."
R00468,37.133007,-122.103176,4,-1,4,4,True,"Overhead distribution conductors are visible spanning the road with a pole visible mid-image right of center. Dense tree crowns on both sides of the corridor are at or above conductor height and directly beside the line, with foliage within the recommended 12 ft envelope on the right side."
R00469,37.133038,-122.119564,1,-1,1,1,True,"Distribution conductors are visible on wooden poles along the right side of the road. The nearest vegetation is low shrubs and dry grasses well below conductor height, located approximately 15-20+ feet away from the lines. No trees with crowns near conductor height are adjacent to the line corridor. Vegetation clearance appears adequate with good separation from the conductors."
R00470,37.133047,-122.137420,5,-1,4,4,True,"Overhead distribution conductors are visible on the wood pole with crossarm, running along the road. Tall trees flank the corridor with crowns at or above conductor height directly beside the line, and a large shrub/tree near the pole. Nearest vegetation is AT conductor height within roughly a few feet to the side, placing it within the recommended clearance envelope."
R00471,37.133207,-122.138098,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway lined with tall redwood/conifer trees, trash cans, and a house, but no utility poles, crossarms, or uninsulated electrical conductors are present in the frame."
R00472,37.133306,-122.127059,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a forested road corridor with tall trees on both sides, but no power lines, poles, crossarms, or uninsulated conductors are present in the frame."
R00473,37.133328,-122.102604,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the scene diagonally from upper right. Tall redwoods on the left extend well ABOVE conductor height, and the tree crowns appear to intersect/overhang the lines directly, with foliage touching or within a few feet of the conductors."
R00474,37.133353,-122.125735,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The road is lined with tall trees on both sides, but there are no visible wood poles, crossarms, or uninsulated conductors along the corridor."
R00475,37.133384,-122.138764,4,-1,5,5,True,"Overhead distribution conductors are visible spanning across the road (upper left and center of image on poles). Dense trees and foliage on the left side are at conductor height and appear to be touching/overhanging the lines, with tall redwoods well above the conductors within falling distance on both sides. Vegetation is AT and ABOVE conductor height and immediately adjacent, indicating violation-level encroachment."
R00476,37.133414,-122.120110,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway with houses, vehicles, and dense tree vegetation in the background, but no power lines or poles characteristic of distribution infrastructure are present."
R00477,37.133427,-122.121237,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The scene shows a residential road lined with dense forest vegetation, trees, and understory growth, but no utility poles, crossarms, or uninsulated conductors are present or visible against the sky or canopy."
R00478,37.133440,-122.119280,2,-1,2,2,True,Distribution conductors are clearly visible on the wood pole with crossarm. Vegetation consists mostly of low brush and grass alongside the road. Tree crowns on both sides of the road are below conductor height and stand at a distance of roughly 30-40 ft from the line. No immediate encroachment into the 4 ft or 12 ft clearance envelopes is evident. Nearest vegetation is BELOW conductor height and outside the critical clearance zone.
R00479,37.133616,-122.127676,4,-1,0,0,True,"No overhead distribution conductors, wood poles, or crossarms are visible in this heavily forested road scene. Dense redwood and mixed vegetation lines both sides of the narrow paved road, but no electric distribution infrastructure can be identified."
R00480,37.133686,-122.120725,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The view shows a tree-lined residential road with dense vegetation on both sides, but no wood poles, crossarms, or uninsulated distribution lines are present in the frame."
R00481,37.133689,-122.102184,4,-1,5,5,True,"Overhead distribution conductors are visible on the left, strung from a pole at upper left and extending along the road. Large trees on the left have crowns above and directly overhanging the conductors, with foliage appearing to touch or come within a few feet of the lines - violation-level clearance."
R00482,37.133820,-122.138304,4,-1,5,5,True,"A wood distribution pole with crossarm and multiple overhead conductors is visible center-frame. Dense tall trees and brush surround the pole, with tree crowns at/above conductor height on both sides and vegetation appearing to touch or overhang the lines within a few feet — violation-level clearance."
R00483,37.133851,-122.138849,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential driveway/property with dense vegetation, ivy-covered structures, and tall trees, but no power lines or utility infrastructure can be identified."
R00484,37.133864,-122.119551,4,-1,4,4,True,"A wood distribution pole with crossarm is visible on the left, with conductors running along the corridor and spanning across the road. Trees on both sides, particularly the tall tree crowns near center-right, are at or above conductor height and appear within the recommended 12 ft envelope, with fall-in risk present."
R00485,37.133891,-122.126208,4,-1,5,5,True,"Overhead distribution conductors are visible running along the right side of the road, supported by a pole with crossarm. Tall redwood trees and dense vegetation are immediately adjacent, with tree crowns well ABOVE conductor height and foliage directly touching/overhanging the lines within a few feet, indicating violation-level contact."
R00486,37.134083,-122.139597,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a tree-lined residential area with large trees and dense vegetation, but no power lines, poles, or electrical infrastructure are present in the frame."
R00487,37.134181,-122.101876,3,-1,4,4,True,"A distribution conductor is visible spanning from the right side across the road toward a pole in the distance. Dense tall trees line both sides of the corridor, with crowns at or above conductor height directly beside the line on the right, well within the 12 ft envelope."
R00488,37.134221,-122.128189,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The view shows a tree-lined road through a forest with tall redwoods and other vegetation, but no utility poles, crossarms, or uninsulated conductors are present."
R00489,37.134250,-122.119872,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the upper-left portion of the image. Dense tree crowns on the left side are at/above conductor height and appear to be touching or directly overhanging the lines, indicating a violation-level clearance issue."
R00490,37.134263,-122.126529,4,-1,5,5,True,"Overhead distribution conductors are visible running along the left side of the road from the upper-left corner. Dense vegetation including tall redwoods and overhanging foliage is directly beside and appears to touch/overhang the conductors on the left, well within 4 ft. Trees also tower far above conductor height presenting fall-in risk."
R00491,37.134322,-122.138776,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows residential properties with cabins/homes, wooden fences, and dense coniferous forest with mature trees in the background, but no utility poles, crossarms, or uninsulated conductors are present in the scene."
R00492,37.134483,-122.140178,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the sky in the upper portion of the image. Large tree crowns on both the left and right sides are at or above conductor height and directly beside the line, with foliage on the left appearing to encroach within the recommended clearance envelope."
R00493,37.134605,-122.101683,4,-1,4,4,True,"Overhead distribution conductors are visible running along the road, supported by a pole on the right. Tall trees (redwoods and others) crowd both sides of the corridor with crowns at or above conductor height directly beside the line, and dense foliage appears within the 12 ft recommended envelope."
R00494,37.134644,-122.139593,0,-1,0,0,True,"No overhead distribution lines are visible in this image. The view shows a residential property with a house, driveway, parked vehicle, and surrounding vegetation including trees and shrubs, but no electric poles, crossarms, or conductors are present in the frame."
R00495,37.134718,-122.126910,4,-1,5,5,True,"Overhead distribution conductors are visible running along the road from the wood pole on the left, with additional pole on the right. Tall redwoods and dense tree crowns are directly beside and above the line, with foliage at conductor height and within a few feet of the conductors, plus significant fall-in risk from trees far taller than the line."
R00496,37.134734,-122.119678,4,-1,5,5,True,"A wood distribution pole with transformer and multiple conductors is visible center-frame. Tall trees and dense foliage are immediately adjacent to and overhanging the conductors, with tree crowns above conductor height touching/within a few feet of the lines — violation-level clearance."
R00497,37.134749,-122.128638,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined road with tall redwoods and dense vegetation on both sides, but no power lines, poles, or crossarms are apparent in the scene."
R00498,37.134943,-122.140603,3,-1,0,0,True,"No overhead distribution conductors, poles, or crossarms are clearly visible in this densely wooded scene. The image shows a tree-lined road with tall redwoods, but no identifiable power lines can be confirmed."
R00499,37.135063,-122.139472,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a tree-lined rural road with dense vegetation on both sides, but no power lines, poles, crossarms, or uninsulated conductors can be detected."
R00500,37.135095,-122.101365,4,-1,5,5,True,"Overhead distribution conductors are visible running along the right side of the road, supported by a pole mid-frame. Dense trees and tall vegetation on the right are AT or ABOVE conductor height and appear to be touching/overhanging the lines, well within the 4 ft clearance envelope — a violation-level condition."
R00501,37.135215,-122.120108,4,-1,4,4,True,"Overhead distribution conductors are visible crossing from upper right toward the left/center of the image, with a pole visible at top right. Tall trees on the right side and the large conifer center-left have crowns at or above conductor height directly beside the line, within the recommended 12 ft envelope, with dense vegetation on the right bank very close to the wires."
R00502,37.135218,-122.128663,3,-1,5,5,True,"Overhead distribution conductors are visible running from the pole across the road/upper portion of the image. Tall redwood tree crowns and surrounding foliage are AT or ABOVE conductor height and appear to be directly touching/overhanging the lines within a few feet, indicating a violation-level clearance concern."
R00503,37.135231,-122.120699,4,-1,4,4,True,"Distribution conductors are visible running from the wood pole with crossarms on the left, extending down the road corridor. Large tree crowns on the left are at conductor height and directly beside/beneath the line, with foliage within the recommended 12 ft envelope."
R00504,37.135251,-122.127361,2,-1,2,2,True,"Overhead distribution conductors and wood pole are visible on the left side of the road. Tree crowns and vegetation are present near the corridor, particularly on both sides of the road, but the nearest vegetation appears to be BELOW conductor height and outside the immediate clearance envelope. The trees are established but not overhanging or within the critical 4-12 ft recommended clearance zone at this vantage point. Some trees in the distance may reach or exceed conductor height, but they are not immediately adjacent to the line in a fall-in risk position."
R00505,37.135299,-122.121270,3,-1,4,4,True,"Overhead conductors are visible crossing the sky and running along the right side of the corridor. Tall dense conifer/evergreen crowns on the right are at or above conductor height directly beside the line, within the recommended 12 ft envelope, indicating heightened contact/fall-in risk."
R00506,37.135469,-122.101016,3,-1,4,4,True,"Distribution conductors are visible running along the left side of the road, supported by a wood pole. Tall trees on both sides reach at or above conductor height and dense vegetation on the left is very close to the line, within the 12 ft recommended envelope with fall-in risk from taller trees."
R00507,37.135504,-122.140422,3,-1,5,5,True,"Overhead distribution conductors are visible crossing the scene diagonally. Dense trees and tall crowns are at/above conductor height, with vegetation appearing to touch or nearly touch the lines on the right where they pass through the tree canopy — violation-level clearance."
R00508,37.135518,-122.141040,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a rural road lined with trees and vegetation, but no power lines, poles, or conductors are present in the view."
R00509,37.135669,-122.128541,4,-1,4,4,True,"A single overhead conductor is visible spanning diagonally across the upper portion of the image. Tall trees on both sides reach well above conductor height and dense tree crowns are directly beside/above the line, placing vegetation at or above conductor height within close proximity."
R00510,37.135755,-122.127638,3,-1,4,4,True,"Overhead distribution conductors are visible running along the road, supported by a wood pole on the left. Tall redwoods and trees on both sides reach well ABOVE conductor height, with crowns directly beside the line on the right within the ~12 ft envelope and posing significant fall-in risk."
R00511,37.135758,-122.129133,0,-1,0,0,True,"No overhead electric distribution lines are visible in this image. The view shows a tree-lined road through a forest with tall redwoods and conifers, but no poles, crossarms, or uninsulated conductors are apparent. Only vegetation is visible along the roadway."
R00512,37.135846,-122.139760,4,-1,4,4,True,"Overhead conductors are visible crossing the frame and running down the road corridor with a pole visible mid-scene. Dense tall trees including redwoods flank the corridor. Vegetation crowns at left and around the line appear AT or ABOVE conductor height and are close to the line (within ~12 ft envelope), with tall trees taller than the line within falling distance."
R00513,37.135879,-122.100742,4,-1,5,5,True,"Overhead distribution conductors span the road, supported by a pole on the right. Dense tall trees (redwoods/conifers) crowd both sides, with crowns at or above conductor height and foliage directly adjacent to and overhanging the lines, well within the 4 ft envelope. Tall trees also present fall-in risk."
R00514,37.136056,-122.140580,2,-1,2,2,True,"Overhead distribution conductors are visible on the wooden pole in the center of the image. The nearest vegetation (dense shrubs and trees on the right side of the road) is predominantly BELOW conductor height and appears to be approximately 15-25 feet away from the line. While there are tall conifers in the background that exceed conductor height, they are well outside the immediate corridor. The nearby shrub vegetation does not appear to be growing directly toward the line or within the critical envelope, though some monitoring would be appropriate given the general vegetation density in the area."
R00515,37.136162,-122.141504,5,-1,4,4,True,"Overhead distribution conductors are visible spanning across the image. Tall redwoods and conifers rise well ABOVE conductor height directly beside and behind the line, with tree crowns at/above the wires and foliage close to the span. Nearest vegetation crowns appear within the recommended envelope and pose fall-in risk."
R00516,37.136163,-122.139181,4,-1,4,4,True,"Distribution conductors visible on a wood pole with crossarm center-right, with lines spanning across the image. Dense tall trees on the right side rise to conductor height and directly beside the line, with crowns AT or ABOVE conductor height within a few feet of the span."
R00517,37.136311,-122.100539,4,-1,4,4,True,"Overhead distribution conductors are visible spanning the upper-left of the image and running along the corridor. Dense tall trees and vegetation on both sides reach at or above conductor height, with crowns directly beside and near the line within the 12 ft recommended envelope."
R00518,37.136455,-122.127907,3,-1,4,4,True,"Overhead distribution conductors are visible crossing the upper right of the frame spanning the road. Dense tall trees (redwoods and hardwoods) on the right embankment have crowns AT or ABOVE conductor height directly beside the line, within the ~12 ft recommended envelope and posing fall-in risk."
R00519,37.136530,-122.141064,4,-1,4,4,True,"Overhead distribution conductors are visible running from the wood pole (with crossarm) on the left across the scene. Tall trees on both sides reach at or above conductor height, with crowns directly beside the line within the recommended 12 ft envelope. Vegetation is AT/ABOVE conductor height and within a few feet."
R00520,37.136655,-122.141751,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the frame on the right side, running near and through the tall redwood canopy. The trees vastly exceed conductor height and their crowns/branches appear to directly overhang and contact the lines, indicating violation-level clearance. Nearest vegetation is ABOVE conductor height and within touching distance."
R00521,37.136699,-122.139616,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway in a heavily forested area with tall trees, but no electric lines, poles, or conductors are evident. Only private structures and vegetation are present."
R00522,37.136738,-122.100336,4,-1,4,4,True,"A wood distribution pole with conductors is visible on the left running along the road, plus a spanning line overhead. Dense trees on both sides reach at or above conductor height directly beside the line, with crowns within the recommended clearance envelope. Nearest vegetation appears AT/ABOVE conductor height within a few feet along the corridor."
R00523,37.136949,-122.128195,3,-1,5,5,True,"Overhead distribution conductors are visible running along the left side of the road from the upper-left corner toward a pole in the distance. Tall trees and dense vegetation are directly adjacent to and overhanging the line, with crowns above conductor height touching or within a few feet of the wires (violation-level)."
R00524,37.136987,-122.141242,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the upper portion of the image from a pole on the right toward the left. The large oak tree crown on the left and center reaches to or above conductor height and the conductors appear to pass directly through/behind the foliage, indicating vegetation touching or within a few feet of the lines."
R00525,37.137085,-122.141927,3,-1,5,5,True,"Overhead conductors are visible crossing the scene diagonally (left side and upper right). Tall redwoods and dense trees flank the corridor with crowns at and above conductor height, and foliage appears to be touching/overhanging the lines on the right side within a few feet, indicating violation-level encroachment."
R00526,37.137119,-122.100041,3,-1,5,5,True,"Overhead distribution conductors are visible spanning the road from the pole on the right toward the left. Dense tree crowns and redwoods on the right side are AT or ABOVE conductor height and appear to be touching/overhanging the lines within a few feet, indicating a violation-level clearance concern. Tall trees also present fall-in risk."
R00527,37.137158,-122.100583,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a tree-lined road with dense vegetation on both sides, but no electrical lines, poles, or conductors can be identified."
R00528,37.137200,-122.140113,2,-1,2,2,True,"Distribution conductors are visible on wood poles along the road corridor. Vegetation (trees and foliage) is present throughout the scene, with tree crowns and branches extending into the corridor airspace. However, the nearest vegetation appears to be mostly BELOW or AT conductor height at this vantage point, roughly 15-25+ feet away horizontally. While tall trees are present in the vicinity, they do not appear to be within immediate fall-in distance or actively overhanging the lines. The vegetation is near the corridor but does not present a clear violation of the 4 ft radial clearance standard at this moment."
R00529,37.137383,-122.099612,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the frame diagonally, with additional lines on the right side. Tall trees (redwoods and hardwoods) crowd the corridor on both sides, with crowns at or above conductor height directly beside the lines on the right, within the 12 ft recommended envelope."
R00530,37.137416,-122.128551,4,-1,5,5,True,"Overhead distribution conductors span the road (visible crossing lines and a pole mid-frame with wires along the left). Dense tall trees and redwoods flank both sides, with crowns and branches at and above conductor height directly beside/overhanging the line, well within the 4 ft envelope. Numerous trees far taller than the line pose fall-in risk."
R00531,37.137517,-122.141421,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The only wires visible appear to be telephone/telecom lines. The image shows a residential street scene with street signs, a vehicle, and vegetation, but no electric distribution lines with the characteristic wood poles, crossarms, and uninsulated conductors that would indicate a CPUC-regulated overhead distribution system."
R00532,37.137527,-122.099094,3,-1,4,4,True,"Distribution conductors are faintly visible on the right side running along the road with a pole around the mid-right. Tall trees and dense forest crowns are directly beside and above the line at conductor height, within the recommended 12 ft envelope. Nearest vegetation is AT/ABOVE conductor height only a few feet away on the right."
R00533,37.137594,-122.098184,3,-1,5,5,True,"Overhead distribution conductors are visible on the right side running along the road toward a pole. Dense tree crowns are directly overhanging and touching the conductors, well above and immediately adjacent to line height, indicating violation-level clearance."
R00534,37.137636,-122.097621,2,-1,2,2,True,"Distribution conductors are visible on wooden poles along the right side of the road. Vegetation (deciduous and coniferous trees) is present near the corridor, but the nearest trees are BELOW conductor height and appear to be outside the 12 ft recommended clearance envelope, at approximately 15-20 ft distance. No immediate violation-level contact or overhanging branches observed."
R00535,37.137673,-122.097049,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the upper right of the image. Dense tree crowns on the right side are at/above conductor height and appear to be touching or directly overhanging the lines, indicating violation-level encroachment."
R00536,37.137718,-122.140944,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential driveway lined with large mature trees (including what appears to be oak and other native species), utility poles are not clearly identifiable as distribution infrastructure, and no uninsulated conductors can be detected. The image captures a tree-lined property with houses but lacks any visible distribution-level power lines that would require vegetation clearance assessment."
R00537,37.137731,-122.143039,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway with a carport, fencing, and surrounding tall conifer trees (likely pines and redwoods), but no electric utility lines with uninsulated conductors are present in the frame."
R00538,37.137736,-122.096436,3,-1,4,4,True,"Overhead conductors are visible running along the right side of the road toward a pole. Tall trees (redwoods/conifers) on the right are at or above conductor height and directly beside the line, with vegetation crowding within the recommended clearance envelope."
R00539,37.137788,-122.128876,4,-1,5,5,True,"Overhead distribution conductors are visible on the left side, spanning across the road diagonally from the pole area. Tall trees on both sides reach at or above conductor height, with dense tree crowns directly beside and overhanging the conductors within ~4 ft, indicating a violation-level clearance condition."
R00540,37.137833,-122.142372,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the top of the image with a wood pole at left. Dense tree crowns and foliage are AT conductor height and directly overhanging/touching the lines within a few feet, indicating a violation-level clearance condition."
R00541,37.137836,-122.100633,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined rural road with dense vegetation on both sides, but no power lines or electrical infrastructure are evident in the frame."
R00542,37.137908,-122.095879,1,-1,1,1,True,"Overhead distribution conductors are visible on wooden poles along the left side of the road. The nearest vegetation consists of low grass and scattered shrubs along the roadside and pasture, all clearly BELOW conductor height. Trees in the background are well set back from the line and do not present an immediate clearance concern. No vegetation is within the critical clearance envelope."
R00543,37.138091,-122.144420,4,-1,5,5,True,"Overhead distribution conductors are visible spanning across and along the road. Tall redwoods and dense trees on both sides reach well ABOVE conductor height and are immediately adjacent, with foliage appearing to touch or overhang the lines on the left side within a few feet."
R00544,37.138110,-122.141815,4,-1,5,5,True,"Distribution conductors are visible on the wood pole at left with crossarm, spanning across the road to poles at right. Tall redwoods and dense tree crowns are ABOVE conductor height directly beside and overhanging the line span, with foliage appearing to touch/overhang the conductors, indicating violation-level clearance."
R00545,37.138253,-122.143773,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the road, supported by wood poles on the left. Dense tall trees (redwoods, conifers, and broadleaf) crowd both sides of the corridor with crowns well ABOVE conductor height and foliage overhanging/touching the lines directly. Nearest vegetation appears within a few feet of the conductors, indicating violation-level encroachment plus significant fall-in risk."
R00546,37.138275,-122.145074,4,-1,5,5,True,"Distribution conductors are visible on a wood pole with crossarm at right-center, with lines running along the corridor. Tall redwoods and dense trees on both sides reach well ABOVE conductor height and are immediately adjacent, with foliage appearing to touch or overhang the lines. Nearest vegetation is at/above conductor height within a few feet, indicating violation-level clearance and significant fall-in risk."
R00547,37.138291,-122.142836,4,-1,4,4,True,"Overhead distribution conductors are visible spanning diagonally across the image. Dense tree crowns on both sides are at or above conductor height, with foliage directly beside/near the lines within the recommended clearance envelope, particularly the trees on the right and left approaching the span."
R00548,37.138305,-122.129318,4,-1,5,5,True,"Overhead distribution conductors run horizontally across the scene. Tall redwoods and dense foliage are directly adjacent to and overhanging the lines, with tree crowns well above conductor height and vegetation touching/within the immediate vicinity of the wires - violation-level clearance."
R00549,37.138310,-122.100685,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a forested road corridor with dense vegetation on both sides, but no power lines, wooden poles, or crossarms are present."
R00550,37.138340,-122.095265,3,-1,4,4,True,"A faint distribution conductor is visible running along the left side of the road with a pole partly obscured by dense vegetation. Trees and thick brush on the left are at or above conductor height and immediately adjacent to the line, putting vegetation within the recommended 12 ft envelope."
R00551,37.138440,-122.127551,2,-1,2,2,True,"Overhead distribution conductors are visible on poles in the background and upper right. The nearest vegetation consists of tall trees (pines and a light green deciduous tree on the right) that are at or above conductor height, but they are positioned outside the immediate corridor, roughly 20-30+ feet away horizontally. Trees appear to be below or at conductor height in the near-middle distance. No vegetation is currently touching or overhanging the lines, and the trees, while tall, are not immediately within the fall-in distance of the conductors from this viewpoint. The clearance appears adequate per current standards."
R00552,37.138583,-122.128271,3,-1,5,5,True,"Overhead distribution conductors are visible spanning across the image from upper left toward the right. Tall trees and dense vegetation on the left and center are at or above conductor height and appear to be directly touching/overhanging the lines, indicating a violation-level clearance issue."
R00553,37.138612,-122.126995,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. While some utility lines can be seen in the upper left portion of the image, they appear to be thin service lines or telecommunications cables. The main subject is a residential driveway with landscape vegetation (trees and shrubs) that are not associated with any visible distribution line corridor. No distribution conductors requiring clearance assessment are present."
R00554,37.138670,-122.128970,3,-1,5,5,True,"Overhead conductors are visible crossing the upper portion of the image and running along a pole on the right. Tall redwoods and dense tree crowns are at and well above conductor height, with foliage directly adjacent to and overhanging the lines (within ~4 ft), indicating violation-level contact/encroachment."
R00555,37.138732,-122.126415,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a residential driveway in a forested area with various trees and vegetation, including conifers, a palm tree, and ornamental plantings, but no utility lines with exposed conductors or distribution infrastructure are present."
R00556,37.138768,-122.129739,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the frame diagonally from upper right toward the pole. Tall redwoods and other trees on the right rise well ABOVE conductor height and their crowns/branches appear to directly overhang and contact the line, with vegetation within touching distance."
R00557,37.138769,-122.100880,4,-1,5,5,True,"Distribution conductors are visible running from the pole with crossarm on the left side, crossing the corridor with span lines. Dense tall trees (redwoods and deciduous crowns) surround the line on both sides, with foliage at and above conductor height touching/overhanging the wires within a few feet."
R00558,37.138884,-122.127387,3,-1,4,4,True,"Overhead distribution conductors are visible crossing the upper portion of the image. On the right, a tall redwood tree extends well ABOVE conductor height and its crown is directly adjacent to the line span, presenting a fall-in and encroachment risk within the recommended envelope."
R00559,37.139092,-122.126890,0,-1,0,0,True,"No overhead distribution conductors are visible in this Street View image. The scene shows a residential property with buildings, trees, and landscaping, but no utility distribution lines with wooden poles, crossarms, or uninsulated conductors are present."
R00560,37.139226,-122.130169,4,-1,5,5,True,"Overhead distribution conductors are visible running along the right side and crossing the road (wires against the sky, pole with equipment on right). Tall redwoods and other trees directly beside and above the line at conductor height, with foliage overhanging/touching the conductors near the right-side pole. Nearest vegetation is ABOVE conductor height and within a few feet, indicating violation-level clearance."
R00561,37.139230,-122.101028,0,-1,0,0,True,"No overhead distribution conductors visible in this image. The view shows a rural road lined with tall trees on both sides, but no power lines, poles, crossarms, or conductors are present or discernible."
R00562,37.139593,-122.130517,4,-1,5,5,True,"Overhead distribution conductors are visible running along the road, supported by poles on the right. On the left side, dense tree foliage and crowns are directly touching/overhanging the conductors as they enter the tree canopy, with tall trees at and above conductor height immediately adjacent — violation-level contact."
R00563,37.139777,-122.101295,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined rural road with dense redwood forest on both sides, but no utility poles, crossarms, or uninsulated conductors are present in the frame."
R00564,37.139952,-122.130862,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the frame diagonally and running along the corridor. Tall redwoods and dense tree crowns are at and above conductor height on both sides, with foliage overhanging and touching the lines - violation-level clearance."
R00565,37.140293,-122.130410,3,-1,4,4,True,"Overhead distribution conductors are visible spanning diagonally across the upper-left of the image. Dense trees and tall redwoods along both sides of the road are AT or ABOVE conductor height, with crowns directly beside and within the recommended clearance envelope. Tall trees also pose fall-in risk."
R00566,37.140320,-122.131188,3,-1,4,4,True,"Distribution conductors are visible running along the right side of the road, supported by a pole on the right. Tall trees (redwoods and oaks) on both sides reach at or above conductor height, with crowns directly beside and overhanging the line corridor within the recommended 12 ft envelope. Nearest vegetation is ABOVE conductor height and immediately adjacent."
